afc_id	class	pathway	superclass
AFC001538	Unsaturated fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC001540	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC001541	Stigmastane steroids	Terpenoids	Steroids
AFC001542	Flavanones	Shikimates and Phenylpropanoids	Flavonoids
AFC001543	Humulane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001544	Bicyclogermacrane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001545	Bicyclogermacrane sesquiterpenoids	Terpenoids	Sesquiterpenoids
AFC001546	Oleanane triterpenoids	Terpenoids	Triterpenoids
AFC001547
AFC001548	Alkaloids
AFC001549	Alkaloids
AFC001550	Purine nucleotides	Carbohydrates	Nucleosides
AFC001551	Imidazole alkaloids	Alkaloids	Histidine alkaloids
AFC001552	Purine nucleotides	Carbohydrates	Nucleosides
AFC001553	Alkaloids;Amino acids and Peptides
AFC001554	Amino acids and Peptides
AFC001555	Purine nucleotides	Carbohydrates	Nucleosides
AFC001556	Purine nucleosides	Carbohydrates	Nucleosides
AFC001557	Purine nucleotides	Carbohydrates	Nucleosides
AFC001558	Purine nucleotides	Carbohydrates	Nucleosides
AFC001559	Dipeptides	Amino acids and Peptides	Small peptides
AFC001560	Imidazole alkaloids	Alkaloids	Histidine alkaloids
AFC001561	Purine nucleotides	Carbohydrates	Nucleosides
AFC001562	Imidazole alkaloids	Alkaloids	Histidine alkaloids
AFC001564	Purine nucleosides;Purine nucleotides	Carbohydrates	Nucleosides
AFC001565	Purine nucleosides;Purine nucleotides	Carbohydrates	Nucleosides
AFC001567	Purine nucleosides;Purine nucleotides	Carbohydrates	Nucleosides
AFC001570	Purine alkaloids	Alkaloids	Pseudoalkaloids (transamidation)
AFC001571	Purine nucleosides	Carbohydrates	Nucleosides
AFC001572	Purine alkaloids	Alkaloids	Pseudoalkaloids (transamidation)
AFC001573	Purine nucleotides	Carbohydrates	Nucleosides
AFC001574	Purine nucleosides	Carbohydrates	Nucleosides
AFC001575	Purine nucleotides	Carbohydrates	Nucleosides
AFC001576	Alkaloids
AFC001577	Purine nucleosides;Purine nucleotides	Carbohydrates	Nucleosides
AFC001579	Alkaloids
AFC001580	Imidazole alkaloids	Alkaloids	Histidine alkaloids
AFC001581	Alkaloids
AFC001582	Terpenoids
AFC001583	Purine nucleotides	Carbohydrates	Nucleosides
AFC001584	Imidazole alkaloids	Alkaloids	Histidine alkaloids
AFC001585	Alkaloids;Amino acids and Peptides
AFC001586	Purine nucleosides	Carbohydrates	Nucleosides
AFC001587	Alkaloids
AFC001588	Alkaloids;Amino acids and Peptides
AFC001589	Purine nucleotides	Carbohydrates	Nucleosides
AFC001590	Alkaloids;Amino acids and Peptides
AFC001591	Alkaloids
AFC001594	Purine nucleosides	Carbohydrates	Nucleosides
AFC001595	Imidazole alkaloids	Alkaloids	Histidine alkaloids
AFC001596	Alkaloids
AFC001597	Alkaloids
AFC001598	Purine nucleotides	Carbohydrates	Nucleosides
AFC001599	Purine nucleotides	Carbohydrates	Nucleosides
AFC001600	Cycloartane triterpenoids	Terpenoids	Triterpenoids
AFC001601	Cycloartane triterpenoids	Terpenoids	Triterpenoids
AFC001602	Apocarotenoids(ε-)	Terpenoids	Apocarotenoids
AFC001603	Stigmastane steroids	Terpenoids	Steroids
AFC001606
AFC001609	Hydrocarbons	Fatty acids	Fatty acyls
AFC001610	Pyridine alkaloids	Alkaloids	Nicotinic acid alkaloids
AFC001611	Pyridine alkaloids;Pyrrole alkaloids	Alkaloids	Proline alkaloids;Nicotinic acid alkaloids
AFC001613	Oxygenated hydrocarbons	Fatty acids	Fatty acyls
AFC001614	Fatty acids
AFC001615	Fatty acids
AFC001617	Fatty acids
AFC001618	Fatty acids
AFC001619	Fatty alcohols	Fatty acids	Fatty acyls
AFC001620	Fatty alcohols	Fatty acids	Fatty acyls
AFC001621	Prenyl quinone meroterpenoids	Terpenoids	Meroterpenoids
AFC001623	Fatty alcohols	Fatty acids	Fatty acyls
AFC001624	Fatty alcohols	Fatty acids	Fatty acyls
AFC001625	Fatty alcohols	Fatty acids	Fatty acyls
AFC001626	Fatty acids
AFC001627	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC001628	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC001632	Cholestane steroids;Ergostane steroids;Stigmastane steroids	Terpenoids	Steroids
AFC001633	Ergostane steroids;Stigmastane steroids	Terpenoids	Steroids
AFC001635	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC001636	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC001637	Ergostane steroids	Terpenoids	Steroids
AFC001638	Aminoacids	Amino acids and Peptides	Small peptides
AFC001639	Lupane triterpenoids	Terpenoids	Triterpenoids
AFC001643	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC001644	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC001645	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC001646	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC001647	Anthocyanidins	Shikimates and Phenylpropanoids	Flavonoids
AFC001650	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001651	Cucurbitane triterpenoids;Lanostane, Tirucallane and Euphane triterpenoids	Terpenoids	Triterpenoids
AFC001654	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001662	Menthane monoterpenoids	Terpenoids	Monoterpenoids
AFC001669	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC001670	Carotenoids (C40, ε-ε)	Terpenoids	Carotenoids (C40)
AFC001683	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC001700	Arylnaphthalene and aryltetralin lignans	Shikimates and Phenylpropanoids	Lignans
AFC001703	Flavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC001707	Oligomeric stibenes	Shikimates and Phenylpropanoids	Stilbenoids
AFC001709
AFC001710	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC001720	Polysaccharides	Carbohydrates	Saccharides
AFC001725	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC001729
AFC001744	Shikimates and Phenylpropanoids
AFC001745	Shikimates and Phenylpropanoids
AFC001746	Shikimates and Phenylpropanoids	Flavonoids
AFC001747	Acyl phloroglucinols	Polyketides	Phloroglucinols
AFC001749	Alkaloids
AFC001938	Alkaloids
AFC001939	pteridine alkaloids	Alkaloids	Pseudoalkaloids (transamidation)
AFC001751	Simple phenolic acids	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)
AFC001752	Simple phenolic acids	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)
AFC001756	Dihydroflavonols	Shikimates and Phenylpropanoids	Flavonoids
AFC001757	Simple phenolic acids	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)
AFC001759	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC001768	Aminoacids	Amino acids and Peptides	Small peptides
AFC001769	Imidazole alkaloids	Alkaloids	Histidine alkaloids
AFC001771
AFC001774	Aminoacids	Amino acids and Peptides	Small peptides
AFC001775	Flavanones	Shikimates and Phenylpropanoids	Flavonoids
AFC001776	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001779	Oleanane triterpenoids	Terpenoids	Triterpenoids
AFC001780	Multiflorane triterpenoids	Terpenoids	Triterpenoids
AFC001781	Multiflorane triterpenoids	Terpenoids	Triterpenoids
AFC001782	Multiflorane triterpenoids	Terpenoids	Triterpenoids
AFC001784	Multiflorane triterpenoids	Terpenoids	Triterpenoids
AFC001786	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001787	Lactones	Fatty acids	Fatty esters
AFC001788	Imidazole alkaloids	Alkaloids	Histidine alkaloids
AFC001789	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001790	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001796	Cinnamic acids and derivatives	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)
AFC001797	Shikimates and Phenylpropanoids
AFC001798	Simple phenolic acids	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)
AFC001799	Phenylethanoids	Shikimates and Phenylpropanoids	Phenylethanoids (C6-C2)
AFC001800	Shikimates and Phenylpropanoids
AFC001801	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001802	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001803	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001804	Simple phenolic acids	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)
AFC001805	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001806	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC001807	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001809	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC001811	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC001812	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC001813	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001815	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001816	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001818	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC001822	Stigmastane steroids	Terpenoids	Steroids
AFC001823	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001824	Flavones	Shikimates and Phenylpropanoids	Flavonoids
AFC001826	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
AFC001827	Unsaturated fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC001828
AFC001829	Wax monoesters	Fatty acids	Fatty esters
AFC001830	Wax monoesters	Fatty acids	Fatty esters
AFC001831	Fatty alcohols	Fatty acids	Fatty acyls
AFC001832	Fatty aldehydes	Fatty acids	Fatty acyls
AFC000216	Aminoacids	Amino acids and Peptides	Small peptides
AFC000220	Aminoacids	Amino acids and Peptides	Small peptides
AFC000221	Amino fatty acids;Aminoacids	Amino acids and Peptides;Fatty acids	Fatty Acids and Conjugates;Small peptides
AFC000233	Monosaccharides;Polysaccharides	Carbohydrates	Saccharides
AFC000250	Fatty alcohols;Monosaccharides	Carbohydrates;Fatty acids	Fatty acyls;Saccharides
AFC000251	Disaccharides	Carbohydrates	Saccharides
AFC000345	Fatty alcohols;Monosaccharides	Carbohydrates;Fatty acids	Fatty acyls;Saccharides
AFC000424	Monosaccharides;Polysaccharides	Carbohydrates	Saccharides
AFC000431	Monosaccharides	Carbohydrates	Saccharides
AFC000441	Acyclic monoterpenoids	Terpenoids	Monoterpenoids
AFC000464	Monosaccharides;Polysaccharides	Carbohydrates	Saccharides
AFC000511	Hydroxy fatty acids	Fatty acids	Fatty Acids and Conjugates
AFC000530	Monosaccharides	Carbohydrates	Saccharides
AFC000541	Monosaccharides	Carbohydrates	Saccharides
AFC000545	Monosaccharides	Carbohydrates	Saccharides
AFC000606	Monosaccharides;Polysaccharides	Carbohydrates	Saccharides
AFC000647	Monosaccharides	Carbohydrates	Saccharides
AFC000659	Monosaccharides	Carbohydrates	Saccharides
AFC000661	Monosaccharides	Carbohydrates	Saccharides
AFC000665	Disaccharides	Carbohydrates	Saccharides
AFC000667	Monosaccharides;Polysaccharides	Carbohydrates	Saccharides
AFC000668	Monosaccharides;Polysaccharides	Carbohydrates	Saccharides
AFC000695	Monosaccharides;Polysaccharides	Carbohydrates	Saccharides
AFC000729	Disaccharides;Polysaccharides	Carbohydrates	Saccharides
AFC000793	Monosaccharides;Polysaccharides	Carbohydrates	Saccharides
AFC000830	Monosaccharides	Carbohydrates	Saccharides
AFC000990	Cyclitols	Carbohydrates	Polyols
AFC001097	Carotenoids (C40, Ψ-Ψ)	Terpenoids	Carotenoids (C40)
AFC001119	Monosaccharides;Polysaccharides	Carbohydrates	Saccharides
AFC001124	Monosaccharides;Polysaccharides	Carbohydrates	Saccharides
AFC001284	Monosaccharides	Carbohydrates	Saccharides
AFC001312
AFC001332	Cyclitols	Carbohydrates	Polyols
AFC001376	Monosaccharides	Carbohydrates	Saccharides
AFC001389	Fatty alcohols	Fatty acids	Fatty acyls
AFC001566	Purine nucleosides;Purine nucleotides	Carbohydrates	Nucleosides
AFC001592	Purine nucleosides;Purine nucleotides	Carbohydrates	Nucleosides
AFC001641	Multiflorane triterpenoids	Terpenoids	Triterpenoids
AFC001792	Imidazole alkaloids	Alkaloids	Histidine alkaloids
AFC001820	Cucurbitane triterpenoids	Terpenoids	Triterpenoids
